Site,Sex,Race,Age,Population,Diagnosis.Count,Diagnosis.Rate,Diagnosis.Lower,Diagnosis.Upper,Death.Count,Death.Rate,Death.Lower,Death.Upper
Bones and Joints,Male,Black,60-64,78088,7,9e-5,3.5000000000000004e-5,1.85e-4,2,2.5612129904722878e-5,0,0
Bones and Joints,Male,Black,70-74,45789.2,6,1.3000000000000002e-4,5e-5,2.85e-4,2,4.36784219859705e-5,0,0
Bones and Joints,Female,All,50-54,1548758.2,61,4e-5,2.9999999999999997e-5,5e-5,18,1.1622214494167004e-5,0,0
Bones and Joints,Female,All,60-64,918696.2,36,4.000000000000001e-5,2.5e-5,5.500000000000001e-5,13,1.415048848574752e-5,0,0
Bones and Joints,Female,All,70-74,750127.4,41,5.5e-5,4e-5,7.5e-5,22,2.93283514240381e-5,0,0
Bones and Joints,Female,Black,50-54,172564.2,2,1e-5,0,4e-5,1,5.794944722022296e-6,0,0
Bones and Joints,Female,Black,60-64,96576.4,3,3.0000000000000004e-5,5e-6,9e-5,2,2.0708993087338108e-5,0,0
Bones and Joints,Female,Black,70-74,66563.6,2,2.9999999999999997e-5,4.9999999999999996e-6,1.1e-4,1,1.5023225907252611e-5,0,0
Brain and Other Nervous System,Male,All,50-54,1482093,680,4.6e-4,4.2500000000000003e-4,4.95e-4,503,3.3938491039361225e-4,3.5810938989658546e-4,3.5810938989658546e-4
Brain and Other Nervous System,Male,All,60-64,836793,674,8.05e-4,7.45e-4,8.7e-4,576,6.883422781978339e-4,6.342684749991934e-4,6.342684749991934e-4
Brain and Other Nervous System,Male,All,70-74,592901.4,755,0.001275,0.0011849999999999999,0.00137,667,0.0011249762608082894,8.951765335686508e-4,0.001342764800352976
Brain and Other Nervous System,Male,Black,50-54,148162.6,43,2.8999999999999995e-4,2.1e-4,3.8999999999999994e-4,29,1.9573090645007578e-4,1.9462979186380368e-4,1.9462979186380368e-4
Brain and Other Nervous System,Male,Black,60-64,78088,39,5e-4,3.55e-4,6.85e-4,30,3.8418194857084317e-4,3.692866509578937e-4,3.692866509578937e-4
Brain and Other Nervous System,Male,Black,70-74,45789.2,39,8.500000000000001e-4,6.050000000000001e-4,0.001165,27,5.896586968106017e-4,6.297741825583326e-4,6.297741825583326e-4
Brain and Other Nervous System,Female,All,50-54,1548758.2,519,3.3500000000000007e-4,3.0499999999999993e-4,3.65e-4,342,2.208220753891731e-4,1.7557614803911936e-4,1.7557614803911936e-4
Brain and Other Nervous System,Female,All,60-64,918696.2,490,5.35e-4,4.8499999999999997e-4,5.85e-4,395,4.29957150143867e-4,2.9599012056433894e-4,5.919802411286779e-4
Brain and Other Nervous System,Female,All,70-74,750127.4,604,8.05e-4,7.4e-4,8.699999999999999e-4,529,7.052135410598253e-4,7.250101756048373e-4,7.250101756048373e-4
Brain and Other Nervous System,Female,Black,50-54,172564.2,42,2.45e-4,1.7499999999999997e-4,3.2999999999999994e-4,24,1.390786733285351e-4,0,1.8097677849750993e-4
Brain and Other Nervous System,Female,Black,60-64,96576.4,30,3.1e-4,2.1000000000000004e-4,4.4500000000000003e-4,16,1.6567194469870486e-4,0,3.2337209711689406e-4
Brain and Other Nervous System,Female,Black,70-74,66563.6,25,3.7499999999999995e-4,2.45e-4,5.549999999999999e-4,16,2.4037161451604178e-4,0,4.691770427080266e-4
Breast,Male,All,50-54,1482093,91,5.9999999999999995e-5,5e-5,7.500000000000001e-5,16,1.0795543869379317e-5,0,0
Breast,Male,All,60-64,836793,123,1.45e-4,1.2e-4,1.75e-4,25,2.9875966935669873e-5,0,0
Breast,Male,All,70-74,592901.4,161,2.7e-4,2.3e-4,3.1499999999999996e-4,39,6.577822214621183e-5,0,0
Breast,Male,Black,50-54,148162.6,11,7.5e-5,3.5e-5,1.35e-4,4,2.6997366406907005e-5,0,0
Breast,Male,Black,60-64,78088,21,2.7e-4,1.65e-4,4.0999999999999994e-4,3,3.8418194857084316e-5,0,0
Breast,Male,Black,70-74,45789.2,14,3.05e-4,1.65e-4,5.15e-4,5,1.0919605496492624e-4,0,0
Breast,Female,All,50-54,1548758.2,19243,0.012425,0.012250000000000002,0.0126,2541,0.0016406692794265754,0.001580185332352074,0.0017557614803911934
Breast,Female,All,60-64,918696.2,17403,0.018945,0.018665,0.019225,2568,0.0027952657254922794,0.0026639110850790503,0.002959901205643389
Breast,Female,All,70-74,750127.4,16750,0.022330000000000003,0.021995,0.022669999999999996,3696,0.004927163039238402,0.004712566141431442,0.00507507122923386
Breast,Female,Black,50-54,172564.2,2077,0.012034999999999997,0.011524999999999999,0.012565,462,0.002677264461574301,0.0023526981204676288,0.002895628455960159
Breast,Female,Black,60-64,96576.4,1519,0.015730000000000004,0.014944999999999998,0.01654,336,0.0034791108386728023,0.0032337209711689402,0.0038804651654027284
Breast,Female,Black,70-74,66563.6,1285,0.019305,0.018265,0.02039,363,0.005453431004332698,0.004691770427080266,0.006099301555204346
Cervix Uteri,Male,All,50-54,1482093,0,0,0,0,0,0,0,0
Cervix Uteri,Male,All,60-64,836793,0,0,0,4.9999999999999996e-6,0,0,0,0
Cervix Uteri,Male,All,70-74,592901.4,0,0,0,5e-6,0,0,0,0
Cervix Uteri,Male,Black,50-54,148162.6,0,0,0,2.4999999999999998e-5,0,0,0,0
Cervix Uteri,Male,Black,60-64,78088,0,0,0,4.5e-5,0,0,0,0
Cervix Uteri,Male,Black,70-74,45789.2,0,0,0,8e-5,0,0,0,0
Cervix Uteri,Female,All,50-54,1548758.2,1165,7.5e-4,7.099999999999999e-4,7.950000000000001e-4,362,2.3373564704935864e-4,1.7557614803911936e-4,1.7557614803911936e-4
Cervix Uteri,Female,All,60-64,918696.2,726,7.9e-4,7.350000000000001e-4,8.5e-4,282,3.0695675022929237e-4,2.9599012056433894e-4,2.9599012056433894e-4
Cervix Uteri,Female,All,70-74,750127.4,523,6.950000000000001e-4,6.4e-4,7.599999999999999e-4,240,3.1994565189859747e-4,3.6250508780241866e-4,3.6250508780241866e-4
Cervix Uteri,Female,Black,50-54,172564.2,151,8.749999999999999e-4,7.4e-4,0.001025,52,3.013371255451594e-4,1.8097677849750993e-4,3.6195355699501986e-4
Cervix Uteri,Female,Black,60-64,96576.4,133,0.0013750000000000001,0.0011550000000000002,0.0016300000000000002,48,4.970158340961146e-4,3.2337209711689406e-4,6.467441942337881e-4
Cervix Uteri,Female,Black,70-74,66563.6,90,0.0013499999999999999,0.0010849999999999998,0.00166,42,6.309754881046097e-4,4.691770427080266e-4,9.383540854160532e-4
Colon and Rectum,Male,All,50-54,1482093,4482,0.003025,0.002935,0.0031149999999999997,1405,9.479836960298712e-4,8.952734747414635e-4,0.0010743281696897562
Colon and Rectum,Male,All,60-64,836793,6600,0.007885,0.007699999999999999,0.00808,2414,0.002884823367308283,0.00285420813749637,0.00285420813749637
Colon and Rectum,Male,All,70-74,592901.4,9139,0.015415000000000002,0.015099999999999999,0.015735,4059,0.006845994966448047,0.00671382400176488,0.007161412268549206
Colon and Rectum,Male,Black,50-54,148162.6,600,0.00405,0.0037299999999999994,0.004385,219,0.0014781058107781585,0.0013624085430466257,0.0017516681267742333
Colon and Rectum,Male,Black,60-64,78088,802,0.01027,0.009569999999999999,0.011005,312,0.003995492265136769,0.0036928665095789367,0.0044314398114947235
Colon and Rectum,Male,Black,70-74,45789.2,763,0.016665,0.015500000000000002,0.01789,370,0.008080508067404542,0.00755729019069999,0.008816838555816655
Colon and Rectum,Female,All,50-54,1548758.2,3621,0.0023399999999999996,0.0022600000000000007,0.0024149999999999996,1093,7.057266912291409e-4,7.023045921564774e-4,7.023045921564774e-4
Colon and Rectum,Female,All,60-64,918696.2,4766,0.00519,0.00504,0.005335,1637,0.0017818730500898992,0.0017759407233860335,0.0017759407233860335
Colon and Rectum,Female,All,70-74,750127.4,7812,0.010415,0.010185,0.01065,3248,0.004329931155694353,0.004350061053629024,0.004350061053629024
Colon and Rectum,Female,Black,50-54,172564.2,609,0.0035299999999999997,0.0032549999999999996,0.0038200000000000005,194,0.0011242192760723255,9.048838924875495e-4,0.0012668374494825693
Colon and Rectum,Female,Black,60-64,96576.4,713,0.007384999999999999,0.006850000000000001,0.007945,278,0.002878550039139997,0.0025869767769351524,0.0032337209711689402
Colon and Rectum,Female,Black,70-74,66563.6,821,0.012334999999999999,0.011504999999999998,0.013205000000000001,369,0.005543570359776213,0.005160947469788292,0.006099301555204346
Corpus Uteri,Male,All,50-54,1482093,0,0,0,0,0,0,0,0
Corpus Uteri,Male,All,60-64,836793,0,0,0,4.9999999999999996e-6,0,0,0,0
Corpus Uteri,Male,All,70-74,592901.4,0,0,0,5e-6,0,0,0,0
Corpus Uteri,Male,Black,50-54,148162.6,0,0,0,2.4999999999999998e-5,0,0,0,0
Corpus Uteri,Male,Black,60-64,78088,0,0,0,4.5e-5,0,0,0,0
Corpus Uteri,Male,Black,70-74,45789.2,0,0,0,8e-5,0,0,0,0
Corpus Uteri,Female,All,50-54,1548758.2,3186,0.0020550000000000004,0.0019850000000000002,0.0021300000000000004,415,2.679566119488504e-4,1.7557614803911936e-4,3.511522960782387e-4
Corpus Uteri,Female,All,60-64,918696.2,3727,0.004055,0.0039299999999999995,0.00419,714,7.771883676018253e-4,5.919802411286779e-4,8.879703616930168e-4
Corpus Uteri,Female,All,70-74,750127.4,3232,0.0043100000000000005,0.0041600000000000005,0.00446,1001,0.0013344399897937337,0.001087515263407256,0.0014500203512096746
Corpus Uteri,Female,Black,50-54,172564.2,193,0.00112,9.649999999999999e-4,0.00129,54,3.12927014989204e-4,1.8097677849750993e-4,3.6195355699501986e-4
Corpus Uteri,Female,Black,60-64,96576.4,341,0.0035299999999999997,0.003165,0.0039250000000000005,124,0.0012839575714149627,9.701162913506821e-4,0.0016168604855844701
Corpus Uteri,Female,Black,70-74,66563.6,284,0.004265,0.0037849999999999997,0.004795000000000001,137,0.0020581819492936078,0.0018767081708321064,0.002345885213540133
Esophagus,Male,All,50-54,1482093,731,4.95e-4,4.6e-4,5.3e-4,548,3.6974737752624163e-4,3.5810938989658546e-4,3.5810938989658546e-4
Esophagus,Male,All,60-64,836793,997,0.00119,0.0011200000000000001,0.00127,749,8.950839693926694e-4,9.5140271249879e-4,9.5140271249879e-4
Esophagus,Male,All,70-74,592901.4,1199,0.00202,0.0019100000000000002,0.00214,971,0.0016377090693326074,0.001342764800352976,0.0017903530671373015
Esophagus,Male,Black,50-54,148162.6,145,9.8e-4,8.25e-4,0.00115,105,7.086808681813089e-4,5.83889375591411e-4,7.785191674552147e-4
Esophagus,Male,Black,60-64,78088,175,0.0022400000000000002,0.0019199999999999998,0.0026,131,0.0016775945087593484,0.0014771466038315747,0.0018464332547894684
Esophagus,Male,Black,70-74,45789.2,141,0.00308,0.00259,0.0036300000000000004,113,0.002467830842207333,0.0018893225476749975,0.003148870912791663
Esophagus,Female,All,50-54,1548758.2,116,7.5e-5,5.9999999999999995e-5,9e-5,85,5.4882679555788635e-5,0,0
Esophagus,Female,All,60-64,918696.2,251,2.75e-4,2.4e-4,3.1e-4,186,2.0246083525761837e-4,2.9599012056433894e-4,2.9599012056433894e-4
Esophagus,Female,All,70-74,750127.4,402,5.35e-4,4.8499999999999997e-4,5.9e-4,323,4.305935231801958e-4,3.6250508780241866e-4,3.6250508780241866e-4
Esophagus,Female,Black,50-54,172564.2,35,2.0499999999999994e-4,1.4e-4,2.8e-4,25,1.448736180505574e-4,1.8097677849750993e-4,1.8097677849750993e-4
Esophagus,Female,Black,60-64,96576.4,56,5.800000000000001e-4,4.4000000000000007e-4,7.55e-4,45,4.659523444651074e-4,3.2337209711689406e-4,6.467441942337881e-4
Esophagus,Female,Black,70-74,66563.6,63,9.449999999999999e-4,7.25e-4,0.00121,47,7.060916176408727e-4,4.691770427080266e-4,9.383540854160532e-4
Eye and Orbit,Male,All,50-54,1482093,102,7e-5,5.500000000000001e-5,8.5e-5,27,1.82174802795776e-5,0,0
Eye and Orbit,Male,All,60-64,836793,87,1.05e-4,8.499999999999999e-5,1.3e-4,28,3.3461082967950256e-5,0,0
Eye and Orbit,Male,All,70-74,592901.4,105,1.75e-4,1.4499999999999997e-4,2.15e-4,39,6.577822214621183e-5,0,0
Eye and Orbit,Male,Black,50-54,148162.6,1,5e-6,0,4e-5,0,0,0,0
Eye and Orbit,Male,Black,60-64,78088,1,1.4999999999999999e-5,0,7.000000000000001e-5,0,0,0,0
Eye and Orbit,Male,Black,70-74,45789.2,1,2e-5,0,1.2000000000000002e-4,0,0,0,0
Eye and Orbit,Female,All,50-54,1548758.2,64,4e-5,2.9999999999999997e-5,5.5000000000000016e-5,10,6.45678583009278e-6,0,0
Eye and Orbit,Female,All,60-64,918696.2,74,8.000000000000002e-5,6.5e-5,1e-4,21,2.2858481400053688e-5,0,0
Eye and Orbit,Female,All,70-74,750127.4,71,9.499999999999999e-5,7.5e-5,1.1999999999999998e-4,21,2.799524454112728e-5,0,0
Eye and Orbit,Female,Black,50-54,172564.2,0,0,0,2e-5,0,0,0,0
Eye and Orbit,Female,Black,60-64,96576.4,2,2e-5,5e-6,7.500000000000001e-5,0,0,0,0
Eye and Orbit,Female,Black,70-74,66563.6,0,0,0,5.5e-5,0,0,0,0
Floor of Mouth,Male,All,50-54,1482093,181,1.1999999999999999e-4,1.05e-4,1.4e-4,81,5.465244083873279e-5,0,0
Floor of Mouth,Male,All,60-64,836793,193,2.3e-4,1.9999999999999998e-4,2.65e-4,98,1.171137903878259e-4,0,0
Floor of Mouth,Male,All,70-74,592901.4,129,2.2e-4,1.8e-4,2.6000000000000003e-4,76,1.2818320213107945e-4,0,0
Floor of Mouth,Male,Black,50-54,148162.6,39,2.65e-4,1.85e-4,3.6e-4,19,1.2823749043280828e-4,0,1.9462979186380368e-4
Floor of Mouth,Male,Black,60-64,78088,28,3.6e-4,2.3999999999999998e-4,5.2e-4,18,2.3050916914250588e-4,0,3.692866509578937e-4
Floor of Mouth,Male,Black,70-74,45789.2,11,2.4000000000000003e-4,1.2000000000000002e-4,4.3000000000000004e-4,5,1.0919605496492624e-4,0,0
Floor of Mouth,Female,All,50-54,1548758.2,37,2.5e-5,1.4999999999999999e-5,3.5e-5,12,7.748142996111337e-6,0,0
Floor of Mouth,Female,All,60-64,918696.2,70,7.500000000000001e-5,6e-5,9.5e-5,22,2.3946980514341958e-5,0,0
Floor of Mouth,Female,All,70-74,750127.4,69,8.999999999999999e-5,7e-5,1.15e-4,41,5.4657382199343736e-5,0,0
Floor of Mouth,Female,Black,50-54,172564.2,4,2.4999999999999998e-5,5e-6,5.9999999999999995e-5,1,5.794944722022296e-6,0,0
Floor of Mouth,Female,Black,60-64,96576.4,9,9.499999999999999e-5,4.5e-5,1.7500000000000003e-4,6,6.212697926201433e-5,0,0
Floor of Mouth,Female,Black,70-74,66563.6,5,7.5e-5,2.4999999999999998e-5,1.75e-4,4,6.0092903629010445e-5,0,0
Gallbladder,Male,All,50-54,1482093,28,2e-5,1.4999999999999999e-5,2.5e-5,22,1.484387282039656e-5,0,0
Gallbladder,Male,All,60-64,836793,66,7.999999999999999e-5,6e-5,9.999999999999999e-5,55,6.572712725847373e-5,0,0
Gallbladder,Male,All,70-74,592901.4,127,2.15e-4,1.8e-4,2.5499999999999996e-4,107,1.804684556319145e-4,0,0
Gallbladder,Male,Black,50-54,148162.6,2,1.5e-5,0,4.9999999999999996e-5,1,6.749341601726751e-6,0,0
Gallbladder,Male,Black,60-64,78088,5,6.5e-5,2e-5,1.5000000000000001e-4,3,3.8418194857084316e-5,0,0
Gallbladder,Male,Black,70-74,45789.2,13,2.85e-4,1.5000000000000001e-4,4.85e-4,11,2.402313209228377e-4,0,6.297741825583326e-4
Gallbladder,Female,All,50-54,1548758.2,96,5.9999999999999995e-5,5e-5,7.5e-5,72,4.6488857976668017e-05,0,0
Gallbladder,Female,All,60-64,918696.2,168,1.8500000000000002e-4,1.55e-4,2.1500000000000002e-4,133,1.4477038220034002e-4,0,2.9599012056433894e-4
Gallbladder,Female,All,70-74,750127.4,248,3.2999999999999994e-4,2.8999999999999995e-4,3.75e-4,204,2.7195380411380784e-4,3.6250508780241866e-4,3.6250508780241866e-4
Gallbladder,Female,Black,50-54,172564.2,15,8.499999999999999e-5,4.9999999999999996e-5,1.4499999999999997e-4,7,4.056461305415607e-5,0,0
Gallbladder,Female,Black,60-64,96576.4,20,2.05e-4,1.2500000000000003e-4,3.2e-4,15,1.5531744815503582e-4,0,3.2337209711689406e-4
Gallbladder,Female,Black,70-74,66563.6,18,2.7e-4,1.5999999999999999e-4,4.25e-4,14,2.1032516270153655e-4,0,4.691770427080266e-4
Gum and Other Mouth,Male,All,50-54,1482093,203,1.35e-4,1.1999999999999999e-4,1.55e-4,105,7.084575664280176e-5,0,0
Gum and Other Mouth,Male,All,60-64,836793,262,3.1499999999999996e-4,2.75e-4,3.55e-4,133,1.5894014409776372e-4,0,3.171342374995967e-4
Gum and Other Mouth,Male,All,70-74,592901.4,251,4.25e-4,3.7499999999999995e-4,4.7999999999999996e-4,128,2.1588749832602856e-4,0,4.475882667843254e-4
Gum and Other Mouth,Male,Black,50-54,148162.6,32,2.1499999999999997e-4,1.5e-4,3.0499999999999993e-4,14,9.449078242417452e-5,0,1.9462979186380368e-4
Gum and Other Mouth,Male,Black,60-64,78088,37,4.75e-4,3.3499999999999996e-4,6.55e-4,21,2.689273639995902e-4,0,3.692866509578937e-4
Gum and Other Mouth,Male,Black,70-74,45789.2,16,3.5e-4,2e-4,5.650000000000001e-4,7,1.5287447695089672e-4,0,6.297741825583326e-4
Gum and Other Mouth,Female,All,50-54,1548758.2,115,7.5e-5,5.9999999999999995e-5,9e-5,28,1.8079000324259785e-5,0,0
Gum and Other Mouth,Female,All,60-64,918696.2,142,1.55e-4,1.3e-4,1.8e-4,56,6.095595040014316e-5,0,0
Gum and Other Mouth,Female,All,70-74,750127.4,217,2.8999999999999995e-4,2.5e-4,3.2999999999999994e-4,108,1.4397554335436887e-4,0,0
Gum and Other Mouth,Female,Black,50-54,172564.2,28,1.6e-4,1.1e-4,2.35e-4,13,7.533428138628985e-5,0,1.8097677849750993e-4
Gum and Other Mouth,Female,Black,60-64,96576.4,14,1.4500000000000003e-4,8e-5,2.4500000000000005e-4,7,7.248147580568339e-5,0,0
Gum and Other Mouth,Female,Black,70-74,66563.6,15,2.25e-4,1.2499999999999998e-4,3.7e-4,6,9.013935544351567e-5,0,0
Hypopharynx,Male,All,50-54,1482093,147,1e-4,8.5e-5,1.15e-4,89,6.005021277342245e-5,0,0
Hypopharynx,Male,All,60-64,836793,183,2.2e-4,1.8999999999999998e-4,2.55e-4,119,1.422096026137886e-4,0,3.171342374995967e-4
Hypopharynx,Male,All,70-74,592901.4,209,3.5499999999999996e-4,3.05e-4,4.05e-4,153,2.5805302534283103e-4,0,4.475882667843254e-4
Hypopharynx,Male,Black,50-54,148162.6,38,2.5499999999999996e-4,1.8e-4,3.5e-4,29,1.9573090645007578e-4,1.9462979186380368e-4,1.9462979186380368e-4
Hypopharynx,Male,Black,60-64,78088,36,4.5999999999999996e-4,3.25e-4,6.4e-4,23,2.945394939043131e-4,3.692866509578937e-4,3.692866509578937e-4
Hypopharynx,Male,Black,70-74,45789.2,29,6.349999999999999e-4,4.2500000000000003e-4,9.1e-4,20,4.3678421985970494e-4,0,6.297741825583326e-4
Hypopharynx,Female,All,50-54,1548758.2,48,2.9999999999999997e-5,2.5e-5,4e-5,25,1.614196457523195e-5,0,0
Hypopharynx,Female,All,60-64,918696.2,48,5e-5,4.000000000000001e-5,7.000000000000001e-5,27,2.938947608578331e-5,0,0
Hypopharynx,Female,All,70-74,750127.4,58,7.5e-5,5.999999999999999e-5,9.999999999999999e-5,49,6.532223726263031e-5,0,0
Hypopharynx,Female,Black,50-54,172564.2,12,7e-5,3.5e-5,1.1999999999999999e-4,8,4.635955777617837e-5,0,1.8097677849750993e-4
Hypopharynx,Female,Black,60-64,96576.4,5,5.000000000000001e-5,1.5000000000000002e-5,1.2000000000000002e-4,3,3.1063489631007164e-5,0,0
Hypopharynx,Female,Black,70-74,66563.6,1,1.4999999999999999e-5,0,8.499999999999999e-5,1,1.5023225907252611e-5,0,0
Intrahepatic Bile Duct,Male,All,50-54,1482093,46,2.9999999999999997e-5,2.5e-5,4e-5,41,2.76635811652845e-5,0,0
Intrahepatic Bile Duct,Male,All,60-64,836793,74,8.999999999999999e-5,7.000000000000001e-5,1.1e-4,64,7.648247535531487e-5,0,0
Intrahepatic Bile Duct,Male,All,70-74,592901.4,132,2.25e-4,1.85e-4,2.65e-4,119,2.0070790859997968e-4,0,4.475882667843254e-4
Intrahepatic Bile Duct,Male,Black,50-54,148162.6,3,2e-5,5e-6,6e-5,3,2.0248024805180255e-5,0,0
Intrahepatic Bile Duct,Male,Black,60-64,78088,9,1.1499999999999999e-4,5.500000000000001e-5,2.2000000000000003e-4,8,1.0244851961889151e-4,0,3.692866509578937e-4
Intrahepatic Bile Duct,Male,Black,70-74,45789.2,8,1.75e-4,7.500000000000001e-5,3.4500000000000004e-4,6,1.3103526595791148e-4,0,0
Intrahepatic Bile Duct,Female,All,50-54,1548758.2,33,2e-5,1.4999999999999999e-5,2.9999999999999997e-5,25,1.614196457523195e-5,0,0
Intrahepatic Bile Duct,Female,All,60-64,918696.2,60,6.5e-5,5e-5,8.5e-5,49,5.333645660012527e-5,0,0
Intrahepatic Bile Duct,Female,All,70-74,750127.4,95,1.25e-4,9.999999999999999e-5,1.55e-4,84,1.1198097816450912e-4,0,0
Intrahepatic Bile Duct,Female,Black,50-54,172564.2,4,2.4999999999999998e-5,5e-6,5.9999999999999995e-5,3,1.7384834166066887e-5,0,0
Intrahepatic Bile Duct,Female,Black,60-64,96576.4,4,4e-5,1e-5,1.0500000000000002e-4,3,3.1063489631007164e-5,0,0
Intrahepatic Bile Duct,Female,Black,70-74,66563.6,7,1.05e-4,3.9999999999999996e-05,2.1499999999999997e-4,4,6.0092903629010445e-5,0,0
Kaposi Sarcoma,Male,All,50-54,1482093,99,6.5e-5,5.500000000000001e-5,8e-5,45,3.036246713262933e-5,0,0
Kaposi Sarcoma,Male,All,60-64,836793,33,3.9999999999999996e-05,2.4999999999999998e-5,5.5e-5,9,1.0755348096841155e-5,0,0
Kaposi Sarcoma,Male,All,70-74,592901.4,49,8.499999999999999e-5,5.9999999999999995e-5,1.1e-4,9,1.5179589726048884e-5,0,0
Kaposi Sarcoma,Male,Black,50-54,148162.6,21,1.4e-4,9e-5,2.1499999999999997e-4,13,8.774144082244777e-5,0,1.9462979186380368e-4
Kaposi Sarcoma,Male,Black,60-64,78088,7,9e-5,3.5000000000000004e-5,1.85e-4,3,3.8418194857084316e-5,0,0
Kaposi Sarcoma,Male,Black,70-74,45789.2,1,2e-5,0,1.2000000000000002e-4,0,0,0,0
Kaposi Sarcoma,Female,All,50-54,1548758.2,7,5e-6,0,1e-5,4,2.582714332037112e-6,0,0
Kaposi Sarcoma,Female,All,60-64,918696.2,4,5.000000000000001e-6,0,1.0000000000000003e-5,0,0,0,0
Kaposi Sarcoma,Female,All,70-74,750127.4,11,1.4999999999999997e-5,5e-6,2.4999999999999998e-5,4,5.332427531643291e-6,0,0
Kaposi Sarcoma,Female,Black,50-54,172564.2,3,1.4999999999999999e-5,5e-6,4.9999999999999996e-5,2,1.1589889444044592e-5,0,0
Kaposi Sarcoma,Female,Black,60-64,96576.4,1,1e-5,0,6.000000000000001e-5,0,0,0,0
Kaposi Sarcoma,Female,Black,70-74,66563.6,0,0,0,5.5e-5,0,0,0,0
Kidney and Renal Pelvis,Male,All,50-54,1482093,1796,0.00121,0.001155,0.00127,566,3.8189236437929334e-4,3.5810938989658546e-4,3.5810938989658546e-4
Kidney and Renal Pelvis,Male,All,60-64,836793,2269,0.00271,0.0026,0.002825,807,9.643962126834235e-4,9.5140271249879e-4,9.5140271249879e-4
Kidney and Renal Pelvis,Male,All,70-74,592901.4,2387,0.004025,0.0038649999999999995,0.004189999999999999,1018,0.001716980260124196,0.0017903530671373015,0.0017903530671373015
Kidney and Renal Pelvis,Male,Black,50-54,148162.6,230,0.00155,0.0013599999999999997,0.0017649999999999999,76,5.129499617312331e-4,3.8925958372760736e-4,5.83889375591411e-4
Kidney and Renal Pelvis,Male,Black,60-64,78088,235,0.00301,0.0026349999999999998,0.0034200000000000003,72,9.220366765700235e-4,7.385733019157874e-4,0.0011078599528736809
Kidney and Renal Pelvis,Male,Black,70-74,45789.2,201,0.004390000000000001,0.0038050000000000002,0.00504,73,0.001594262402487923,0.0012595483651166653,0.0018893225476749975
Kidney and Renal Pelvis,Female,All,50-54,1548758.2,924,5.95e-4,5.6e-4,6.349999999999999e-4,233,1.5044310984116177e-4,1.7557614803911936e-4,1.7557614803911936e-4
Kidney and Renal Pelvis,Female,All,60-64,918696.2,1039,0.0011300000000000001,0.001065,0.0012000000000000001,358,3.896826829152009e-4,2.9599012056433894e-4,2.9599012056433894e-4
Kidney and Renal Pelvis,Female,All,70-74,750127.4,1424,0.0019,0.0017999999999999997,0.002,589,7.851999540344747e-4,7.250101756048373e-4,7.250101756048373e-4
