"Sex (Male, Female)","Race recode (All, Black)","Age recode (50-54, 60-64, 70-74)","Site recode ICD-O-3/WHO 2008 (Liu et al groupings)","Crude Rate","Standard Error","Lower Confidence Interval","Upper Confidence Interval","Count","Population"
"Male","All","50-54 years","Other Digestive Organs",0.0,0.0,0.0,0.0,35,265375710
"Male","All","50-54 years","Nose, Nasal Cavity and Middle Ear",0.0,0.0,0.0,0.0,45,265375710
"Male","All","50-54 years","Larynx",0.1,0.0,0.1,0.1,271,265375710
"Male","All","50-54 years","Lung and Bronchus",1.4,0.0,1.3,1.4,3664,265375710
"Male","All","50-54 years","Pleura",0.0,0.0,0.0,0.0,3,265375710
"Male","All","50-54 years","Trachea, Mediastinum and Other Respiratory Organs",0.0,0.0,0.0,0.0,9,265375710
"Male","All","50-54 years","Bones and Joints",0.0,0.0,0.0,0.0,20,265375710
"Male","All","50-54 years","Soft Tissue including Heart",0.0,0.0,0.0,0.0,87,265375710
"Male","All","50-54 years","Melanoma of the Skin",0.1,0.0,0.1,0.1,350,265375710
"Male","All","50-54 years","Other Non-Epithelial Skin",0.0,0.0,0.0,0.0,15,265375710
"Male","All","50-54 years","Breast",0.0,0.0,0.0,0.0,16,265375710
"Male","All","50-54 years","Cervix Uteri",0.0,NA,0.0,0.0,0,265375710
"Male","All","50-54 years","Corpus Uteri",0.0,NA,0.0,0.0,0,265375710
"Male","All","50-54 years","Uterus, NOS",0.0,NA,0.0,0.0,0,265375710
"Male","All","50-54 years","Ovary",0.0,NA,0.0,0.0,0,265375710
"Male","All","50-54 years","Vagina",0.0,NA,0.0,0.0,0,265375710
"Male","All","50-54 years","Vulva",0.0,NA,0.0,0.0,0,265375710
"Male","All","50-54 years","Other Female Genital Organs",0.0,NA,0.0,0.0,0,265375710
"Male","All","50-54 years","Prostate",0.3,0.0,0.2,0.3,665,265375710
"Male","All","50-54 years","Testis",0.0,0.0,0.0,0.0,26,265375710
"Male","All","50-54 years","Penis",0.0,0.0,0.0,0.0,24,265375710
"Male","All","50-54 years","Other Male Genital Organs",0.0,0.0,0.0,0.0,4,265375710
"Male","All","50-54 years","Urinary Bladder",0.1,0.0,0.1,0.1,310,265375710
"Male","All","50-54 years","Kidney and Renal Pelvis",0.2,0.0,0.2,0.2,566,265375710
"Male","All","50-54 years","Ureter",0.0,0.0,0.0,0.0,8,265375710
"Male","All","50-54 years","Other Urinary Organs",0.0,0.0,0.0,0.0,9,265375710
"Male","All","50-54 years","Eye and Orbit",0.0,0.0,0.0,0.0,27,265375710
"Male","All","50-54 years","Brain and Other Nervous System",0.2,0.0,0.2,0.2,503,265375710
"Male","All","50-54 years","Thyroid",0.0,0.0,0.0,0.0,47,265375710
"Male","All","50-54 years","Other Endocrine including Thymus",0.0,0.0,0.0,0.0,25,265375710
"Male","All","50-54 years","Lymphoma",0.3,0.0,0.2,0.3,686,265375710
"Male","All","50-54 years","Myeloma",0.1,0.0,0.1,0.1,276,265375710
"Male","All","50-54 years","Leukemia",0.1,0.0,0.1,0.2,391,265375710
"Male","All","50-54 years","Mesothelioma",0.0,0.0,0.0,0.0,52,265375710
"Male","All","50-54 years","Kaposi Sarcoma",0.0,0.0,0.0,0.0,45,265375710
"Male","All","60-64 years","Lip",0.0,0.0,0.0,0.0,24,265375710
"Male","All","60-64 years","Tongue",0.1,0.0,0.1,0.1,261,265375710
"Male","All","60-64 years","Salivary Gland",0.0,0.0,0.0,0.0,69,265375710
"Male","All","60-64 years","Floor of Mouth",0.0,0.0,0.0,0.0,98,265375710
"Male","All","60-64 years","Gum and Other Mouth",0.1,0.0,0.0,0.1,133,265375710
"Male","All","60-64 years","Nasopharynx",0.0,0.0,0.0,0.0,64,265375710
"Male","All","60-64 years","Tonsil",0.1,0.0,0.0,0.1,142,265375710
"Male","All","60-64 years","Oropharynx",0.0,0.0,0.0,0.0,49,265375710
"Male","All","60-64 years","Hypopharynx",0.0,0.0,0.0,0.1,119,265375710
"Male","All","60-64 years","Other Oral Cavity and Pharynx",0.0,0.0,0.0,0.0,40,265375710
"Male","All","60-64 years","Esophagus",0.3,0.0,0.3,0.3,749,265375710
"Male","All","60-64 years","Stomach",0.3,0.0,0.3,0.3,868,265375710
"Male","All","60-64 years","Small Intestine",0.0,0.0,0.0,0.0,101,265375710
"Male","All","60-64 years","Colon and Rectum",0.9,0.0,0.9,0.9,2414,265375710
"Male","All","60-64 years","Anus, Anal Canal and Anorectum",0.0,0.0,0.0,0.0,51,265375710
"Male","All","60-64 years","Liver",0.3,0.0,0.3,0.3,786,265375710
"Male","All","60-64 years","Intrahepatic Bile Duct",0.0,0.0,0.0,0.0,64,265375710
"Male","All","60-64 years","Gallbladder",0.0,0.0,0.0,0.0,55,265375710
"Male","All","60-64 years","Other Biliary",0.0,0.0,0.0,0.1,131,265375710
"Male","All","60-64 years","Pancreas",0.5,0.0,0.4,0.5,1195,265375710
"Male","All","60-64 years","Retroperitoneum",0.0,0.0,0.0,0.0,17,265375710
"Male","All","60-64 years","Peritoneum, Omentum and Mesentery",0.0,0.0,0.0,0.0,8,265375710
"Male","All","60-64 years","Other Digestive Organs",0.0,0.0,0.0,0.0,38,265375710
"Male","All","60-64 years","Nose, Nasal Cavity and Middle Ear",0.0,0.0,0.0,0.0,47,265375710
"Male","All","60-64 years","Larynx",0.2,0.0,0.2,0.2,455,265375710
"Male","All","60-64 years","Lung and Bronchus",3.0,0.0,3.0,3.1,8065,265375710
"Male","All","60-64 years","Pleura",0.0,0.0,0.0,0.0,2,265375710
"Male","All","60-64 years","Trachea, Mediastinum and Other Respiratory Organs",0.0,0.0,0.0,0.0,10,265375710
"Male","All","60-64 years","Bones and Joints",0.0,0.0,0.0,0.0,24,265375710
"Male","All","60-64 years","Soft Tissue including Heart",0.0,0.0,0.0,0.0,105,265375710
"Male","All","60-64 years","Melanoma of the Skin",0.2,0.0,0.1,0.2,407,265375710
"Male","All","60-64 years","Other Non-Epithelial Skin",0.0,0.0,0.0,0.0,28,265375710
"Male","All","60-64 years","Breast",0.0,0.0,0.0,0.0,25,265375710
"Male","All","60-64 years","Cervix Uteri",0.0,NA,0.0,0.0,0,265375710
"Male","All","60-64 years","Corpus Uteri",0.0,NA,0.0,0.0,0,265375710
"Male","All","60-64 years","Uterus, NOS",0.0,NA,0.0,0.0,0,265375710
"Male","All","60-64 years","Ovary",0.0,NA,0.0,0.0,0,265375710
"Male","All","60-64 years","Vagina",0.0,NA,0.0,0.0,0,265375710
"Male","All","60-64 years","Vulva",0.0,NA,0.0,0.0,0,265375710
"Male","All","60-64 years","Other Female Genital Organs",0.0,NA,0.0,0.0,0,265375710
"Male","All","60-64 years","Prostate",0.9,0.0,0.9,1.0,2505,265375710
"Male","All","60-64 years","Testis",0.0,0.0,0.0,0.0,15,265375710
"Male","All","60-64 years","Penis",0.0,0.0,0.0,0.0,28,265375710
"Male","All","60-64 years","Other Male Genital Organs",0.0,0.0,0.0,0.0,2,265375710
"Male","All","60-64 years","Urinary Bladder",0.3,0.0,0.3,0.3,833,265375710
"Male","All","60-64 years","Kidney and Renal Pelvis",0.3,0.0,0.3,0.3,807,265375710
"Male","All","60-64 years","Ureter",0.0,0.0,0.0,0.0,27,265375710
"Male","All","60-64 years","Other Urinary Organs",0.0,0.0,0.0,0.0,16,265375710
"Male","All","60-64 years","Eye and Orbit",0.0,0.0,0.0,0.0,28,265375710
"Male","All","60-64 years","Brain and Other Nervous System",0.2,0.0,0.2,0.2,576,265375710
"Male","All","60-64 years","Thyroid",0.0,0.0,0.0,0.0,65,265375710
"Male","All","60-64 years","Other Endocrine including Thymus",0.0,0.0,0.0,0.0,35,265375710
"Male","All","60-64 years","Lymphoma",0.3,0.0,0.3,0.4,881,265375710
"Male","All","60-64 years","Myeloma",0.2,0.0,0.1,0.2,436,265375710
"Male","All","60-64 years","Leukemia",0.3,0.0,0.2,0.3,682,265375710
"Male","All","60-64 years","Mesothelioma",0.0,0.0,0.0,0.1,131,265375710
"Male","All","60-64 years","Kaposi Sarcoma",0.0,0.0,0.0,0.0,9,265375710
"Male","All","70-74 years","Lip",0.0,0.0,0.0,0.0,64,265375710
"Male","All","70-74 years","Tongue",0.1,0.0,0.1,0.1,254,265375710
"Male","All","70-74 years","Salivary Gland",0.0,0.0,0.0,0.0,92,265375710
"Male","All","70-74 years","Floor of Mouth",0.0,0.0,0.0,0.0,76,265375710
"Male","All","70-74 years","Gum and Other Mouth",0.0,0.0,0.0,0.1,128,265375710
"Male","All","70-74 years","Nasopharynx",0.0,0.0,0.0,0.0,46,265375710
"Male","All","70-74 years","Tonsil",0.0,0.0,0.0,0.0,104,265375710
"Male","All","70-74 years","Oropharynx",0.0,0.0,0.0,0.0,45,265375710
"Male","All","70-74 years","Hypopharynx",0.1,0.0,0.0,0.1,153,265375710
"Male","All","70-74 years","Other Oral Cavity and Pharynx",0.0,0.0,0.0,0.0,40,265375710
"Male","All","70-74 years","Esophagus",0.4,0.0,0.3,0.4,971,265375710
"Male","All","70-74 years","Stomach",0.5,0.0,0.4,0.5,1232,265375710
"Male","All","70-74 years","Small Intestine",0.1,0.0,0.0,0.1,137,265375710
"Male","All","70-74 years","Colon and Rectum",1.5,0.0,1.5,1.6,4059,265375710
"Male","All","70-74 years","Anus, Anal Canal and Anorectum",0.0,0.0,0.0,0.0,62,265375710
"Male","All","70-74 years","Liver",0.3,0.0,0.3,0.4,896,265375710
"Male","All","70-74 years","Intrahepatic Bile Duct",0.0,0.0,0.0,0.1,119,265375710
"Male","All","70-74 years","Gallbladder",0.0,0.0,0.0,0.0,107,265375710
"Male","All","70-74 years","Other Biliary",0.1,0.0,0.1,0.1,224,265375710
"Male","All","70-74 years","Pancreas",0.6,0.0,0.6,0.7,1646,265375710
"Male","All","70-74 years","Retroperitoneum",0.0,0.0,0.0,0.0,36,265375710
"Male","All","70-74 years","Peritoneum, Omentum and Mesentery",0.0,0.0,0.0,0.0,6,265375710
"Male","All","70-74 years","Other Digestive Organs",0.0,0.0,0.0,0.0,67,265375710
"Male","All","70-74 years","Nose, Nasal Cavity and Middle Ear",0.0,0.0,0.0,0.0,49,265375710
"Male","All","70-74 years","Larynx",0.2,0.0,0.2,0.2,495,265375710
"Male","All","70-74 years","Lung and Bronchus",4.5,0.0,4.4,4.6,11992,265375710
"Male","All","70-74 years","Pleura",0.0,0.0,0.0,0.0,5,265375710
"Male","All","70-74 years","Trachea, Mediastinum and Other Respiratory Organs",0.0,0.0,0.0,0.0,17,265375710
"Male","All","70-74 years","Bones and Joints",0.0,0.0,0.0,0.0,40,265375710
"Male","All","70-74 years","Soft Tissue including Heart",0.1,0.0,0.0,0.1,156,265375710
"Male","All","70-74 years","Melanoma of the Skin",0.3,0.0,0.3,0.3,737,265375710
"Male","All","70-74 years","Other Non-Epithelial Skin",0.0,0.0,0.0,0.0,108,265375710
"Male","All","70-74 years","Breast",0.0,0.0,0.0,0.0,39,265375710
"Male","All","70-74 years","Cervix Uteri",0.0,NA,0.0,0.0,0,265375710
"Male","All","70-74 years","Corpus Uteri",0.0,NA,0.0,0.0,0,265375710
"Male","All","70-74 years","Uterus, NOS",0.0,NA,0.0,0.0,0,265375710
"Male","All","70-74 years","Ovary",0.0,NA,0.0,0.0,0,265375710
"Male","All","70-74 years","Vagina",0.0,NA,0.0,0.0,0,265375710
"Male","All","70-74 years","Vulva",0.0,NA,0.0,0.0,0,265375710
"Male","All","70-74 years","Other Female Genital Organs",0.0,NA,0.0,0.0,0,265375710
"Male","All","70-74 years","Prostate",2.3,0.0,2.2,2.3,6006,265375710
"Male","All","70-74 years","Testis",0.0,0.0,0.0,0.0,10,265375710
"Male","All","70-74 years","Penis",0.0,0.0,0.0,0.0,62,265375710
"Male","All","70-74 years","Other Male Genital Organs",0.0,0.0,0.0,0.0,12,265375710
"Male","All","70-74 years","Urinary Bladder",0.8,0.0,0.8,0.8,2141,265375710
"Male","All","70-74 years","Kidney and Renal Pelvis",0.4,0.0,0.4,0.4,1018,265375710
"Male","All","70-74 years","Ureter",0.0,0.0,0.0,0.0,62,265375710
"Male","All","70-74 years","Other Urinary Organs",0.0,0.0,0.0,0.0,42,265375710
"Male","All","70-74 years","Eye and Orbit",0.0,0.0,0.0,0.0,39,265375710
"Male","All","70-74 years","Brain and Other Nervous System",0.3,0.0,0.2,0.3,667,265375710
"Male","All","70-74 years","Thyroid",0.0,0.0,0.0,0.0,96,265375710
"Male","All","70-74 years","Other Endocrine including Thymus",0.0,0.0,0.0,0.0,37,265375710
"Male","All","70-74 years","Lymphoma",0.6,0.0,0.5,0.6,1502,265375710
"Male","All","70-74 years","Myeloma",0.3,0.0,0.3,0.3,763,265375710
"Male","All","70-74 years","Leukemia",0.5,0.0,0.5,0.5,1272,265375710
"Male","All","70-74 years","Mesothelioma",0.1,0.0,0.1,0.1,314,265375710
"Male","All","70-74 years","Kaposi Sarcoma",0.0,0.0,0.0,0.0,9,265375710
"Male","Black","50-54 years","Lip",0.0,NA,0.0,0.0,0,28836856
"Male","Black","50-54 years","Tongue",0.2,0.0,0.1,0.2,48,28836856
"Male","Black","50-54 years","Salivary Gland",0.0,0.0,0.0,0.0,5,28836856
"Male","Black","50-54 years","Floor of Mouth",0.1,0.0,0.0,0.1,19,28836856
"Male","Black","50-54 years","Gum and Other Mouth",0.0,0.0,0.0,0.1,14,28836856
"Male","Black","50-54 years","Nasopharynx",0.0,0.0,0.0,0.0,6,28836856
"Male","Black","50-54 years","Tonsil",0.1,0.0,0.1,0.1,25,28836856
"Male","Black","50-54 years","Oropharynx",0.0,0.0,0.0,0.1,11,28836856
"Male","Black","50-54 years","Hypopharynx",0.1,0.0,0.1,0.1,29,28836856
"Male","Black","50-54 years","Other Oral Cavity and Pharynx",0.0,0.0,0.0,0.0,5,28836856
"Male","Black","50-54 years","Esophagus",0.4,0.0,0.3,0.4,105,28836856
"Male","Black","50-54 years","Stomach",0.3,0.0,0.3,0.4,90,28836856
"Male","Black","50-54 years","Small Intestine",0.1,0.0,0.0,0.1,16,28836856
"Male","Black","50-54 years","Colon and Rectum",0.8,0.1,0.7,0.9,219,28836856
"Male","Black","50-54 years","Anus, Anal Canal and Anorectum",0.0,0.0,0.0,0.1,8,28836856
"Male","Black","50-54 years","Liver",0.5,0.0,0.5,0.6,155,28836856
"Male","Black","50-54 years","Intrahepatic Bile Duct",0.0,0.0,0.0,0.0,3,28836856
"Male","Black","50-54 years","Gallbladder",0.0,0.0,0.0,0.0,1,28836856
"Male","Black","50-54 years","Other Biliary",0.0,0.0,0.0,0.1,8,28836856
"Male","Black","50-54 years","Pancreas",0.4,0.0,0.3,0.5,111,28836856
"Male","Black","50-54 years","Retroperitoneum",0.0,0.0,0.0,0.0,1,28836856
"Male","Black","50-54 years","Peritoneum, Omentum and Mesentery",0.0,0.0,0.0,0.0,2,28836856
"Male","Black","50-54 years","Other Digestive Organs",0.0,0.0,0.0,0.0,4,28836856
"Male","Black","50-54 years","Nose, Nasal Cavity and Middle Ear",0.0,0.0,0.0,0.0,5,28836856
"Male","Black","50-54 years","Larynx",0.2,0.0,0.2,0.3,65,28836856
"Male","Black","50-54 years","Lung and Bronchus",2.1,0.1,1.9,2.2,595,28836856
"Male","Black","50-54 years","Pleura",0.0,NA,0.0,0.0,0,28836856
"Male","Black","50-54 years","Trachea, Mediastinum and Other Respiratory Organs",0.0,NA,0.0,0.0,0,28836856
"Male","Black","50-54 years","Bones and Joints",0.0,0.0,0.0,0.0,3,28836856
"Male","Black","50-54 years","Soft Tissue including Heart",0.0,0.0,0.0,0.1,7,28836856
"Male","Black","50-54 years","Melanoma of the Skin",0.0,0.0,0.0,0.0,2,28836856
"Male","Black","50-54 years","Other Non-Epithelial Skin",0.0,NA,0.0,0.0,0,28836856
"Male","Black","50-54 years","Breast",0.0,0.0,0.0,0.0,4,28836856
"Male","Black","50-54 years","Cervix Uteri",0.0,NA,0.0,0.0,0,28836856
"Male","Black","50-54 years","Corpus Uteri",0.0,NA,0.0,0.0,0,28836856
"Male","Black","50-54 years","Uterus, NOS",0.0,NA,0.0,0.0,0,28836856
"Male","Black","50-54 years","Ovary",0.0,NA,0.0,0.0,0,28836856
"Male","Black","50-54 years","Vagina",0.0,NA,0.0,0.0,0,28836856
"Male","Black","50-54 years","Vulva",0.0,NA,0.0,0.0,0,28836856
"Male","Black","50-54 years","Other Female Genital Organs",0.0,NA,0.0,0.0,0,28836856
"Male","Black","50-54 years","Prostate",0.7,0.0,0.6,0.8,196,28836856
"Male","Black","50-54 years","Testis",0.0,0.0,0.0,0.0,1,28836856
"Male","Black","50-54 years","Penis",0.0,0.0,0.0,0.0,1,28836856
"Male","Black","50-54 years","Other Male Genital Organs",0.0,0.0,0.0,0.0,1,28836856
"Male","Black","50-54 years","Urinary Bladder",0.1,0.0,0.1,0.1,25,28836856
"Male","Black","50-54 years","Kidney and Renal Pelvis",0.3,0.0,0.2,0.3,76,28836856
"Male","Black","50-54 years","Ureter",0.0,NA,0.0,0.0,0,28836856
"Male","Black","50-54 years","Other Urinary Organs",0.0,0.0,0.0,0.0,1,28836856
"Male","Black","50-54 years","Eye and Orbit",0.0,NA,0.0,0.0,0,28836856
"Male","Black","50-54 years","Brain and Other Nervous System",0.1,0.0,0.1,0.1,29,28836856
"Male","Black","50-54 years","Thyroid",0.0,0.0,0.0,0.0,4,28836856
"Male","Black","50-54 years","Other Endocrine including Thymus",0.0,0.0,0.0,0.0,2,28836856
"Male","Black","50-54 years","Lymphoma",0.3,0.0,0.3,0.4,91,28836856
"Male","Black","50-54 years","Myeloma",0.2,0.0,0.2,0.3,67,28836856
"Male","Black","50-54 years","Leukemia",0.2,0.0,0.1,0.2,48,28836856
"Male","Black","50-54 years","Mesothelioma",0.0,0.0,0.0,0.0,3,28836856
"Male","Black","50-54 years","Kaposi Sarcoma",0.0,0.0,0.0,0.1,13,28836856
"Male","Black","60-64 years","Lip",0.0,NA,0.0,0.0,0,28836856
"Male","Black","60-64 years","Tongue",0.1,0.0,0.1,0.2,34,28836856
"Male","Black","60-64 years","Salivary Gland",0.0,0.0,0.0,0.0,3,28836856
"Male","Black","60-64 years","Floor of Mouth",0.1,0.0,0.0,0.1,18,28836856
"Male","Black","60-64 years","Gum and Other Mouth",0.1,0.0,0.0,0.1,21,28836856
"Male","Black","60-64 years","Nasopharynx",0.0,0.0,0.0,0.1,7,28836856
"Male","Black","60-64 years","Tonsil",0.1,0.0,0.1,0.1,23,28836856
"Male","Black","60-64 years","Oropharynx",0.0,0.0,0.0,0.1,10,28836856
"Male","Black","60-64 years","Hypopharynx",0.1,0.0,0.1,0.1,23,28836856
"Male","Black","60-64 years","Other Oral Cavity and Pharynx",0.0,0.0,0.0,0.1,9,28836856
"Male","Black","60-64 years","Esophagus",0.5,0.0,0.4,0.5,131,28836856
"Male","Black","60-64 years","Stomach",0.4,0.0,0.3,0.5,117,28836856
"Male","Black","60-64 years","Small Intestine",0.0,0.0,0.0,0.1,10,28836856
"Male","Black","60-64 years","Colon and Rectum",1.1,0.1,1.0,1.2,312,28836856
"Male","Black","60-64 years","Anus, Anal Canal and Anorectum",0.0,0.0,0.0,0.0,3,28836856
"Male","Black","60-64 years","Liver",0.3,0.0,0.3,0.4,90,28836856
"Male","Black","60-64 years","Intrahepatic Bile Duct",0.0,0.0,0.0,0.1,8,28836856
"Male","Black","60-64 years","Gallbladder",0.0,0.0,0.0,0.0,3,28836856
"Male","Black","60-64 years","Other Biliary",0.0,0.0,0.0,0.1,11,28836856
"Male","Black","60-64 years","Pancreas",0.5,0.0,0.4,0.6,151,28836856
"Male","Black","60-64 years","Retroperitoneum",0.0,NA,0.0,0.0,0,28836856
"Male","Black","60-64 years","Peritoneum, Omentum and Mesentery",0.0,0.0,0.0,0.0,1,28836856
"Male","Black","60-64 years","Other Digestive Organs",0.0,0.0,0.0,0.1,10,28836856
"Male","Black","60-64 years","Nose, Nasal Cavity and Middle Ear",0.0,0.0,0.0,0.0,5,28836856
"Male","Black","60-64 years","Larynx",0.3,0.0,0.2,0.3,81,28836856
"Male","Black","60-64 years","Lung and Bronchus",3.5,0.1,3.3,3.8,1023,28836856
"Male","Black","60-64 years","Pleura",0.0,NA,0.0,0.0,0,28836856
"Male","Black","60-64 years","Trachea, Mediastinum and Other Respiratory Organs",0.0,0.0,0.0,0.0,1,28836856
"Male","Black","60-64 years","Bones and Joints",0.0,0.0,0.0,0.0,2,28836856
"Male","Black","60-64 years","Soft Tissue including Heart",0.0,0.0,0.0,0.1,9,28836856
"Male","Black","60-64 years","Melanoma of the Skin",0.0,0.0,0.0,0.1,7,28836856
"Male","Black","60-64 years","Other Non-Epithelial Skin",0.0,0.0,0.0,0.0,3,28836856
"Male","Black","60-64 years","Breast",0.0,0.0,0.0,0.0,3,28836856
"Male","Black","60-64 years","Cervix Uteri",0.0,NA,0.0,0.0,0,28836856
"Male","Black","60-64 years","Corpus Uteri",0.0,NA,0.0,0.0,0,28836856
"Male","Black","60-64 years","Uterus, NOS",0.0,NA,0.0,0.0,0,28836856
"Male","Black","60-64 years","Ovary",0.0,NA,0.0,0.0,0,28836856
"Male","Black","60-64 years","Vagina",0.0,NA,0.0,0.0,0,28836856
"Male","Black","60-64 years","Vulva",0.0,NA,0.0,0.0,0,28836856
"Male","Black","60-64 years","Other Female Genital Organs",0.0,NA,0.0,0.0,0,28836856
"Male","Black","60-64 years","Prostate",2.0,0.1,1.8,2.2,577,28836856
"Male","Black","60-64 years","Testis",0.0,0.0,0.0,0.0,2,28836856
"Male","Black","60-64 years","Penis",0.0,0.0,0.0,0.0,4,28836856
"Male","Black","60-64 years","Other Male Genital Organs",0.0,NA,0.0,0.0,0,28836856
"Male","Black","60-64 years","Urinary Bladder",0.2,0.0,0.2,0.3,58,28836856
"Male","Black","60-64 years","Kidney and Renal Pelvis",0.2,0.0,0.2,0.3,72,28836856
"Male","Black","60-64 years","Ureter",0.0,0.0,0.0,0.0,3,28836856
"Male","Black","60-64 years","Other Urinary Organs",0.0,0.0,0.0,0.0,2,28836856
"Male","Black","60-64 years","Eye and Orbit",0.0,NA,0.0,0.0,0,28836856
"Male","Black","60-64 years","Brain and Other Nervous System",0.1,0.0,0.1,0.1,30,28836856
"Male","Black","60-64 years","Thyroid",0.0,0.0,0.0,0.0,4,28836856
"Male","Black","60-64 years","Other Endocrine including Thymus",0.0,0.0,0.0,0.0,3,28836856
"Male","Black","60-64 years","Lymphoma",0.3,0.0,0.2,0.3,79,28836856
"Male","Black","60-64 years","Myeloma",0.3,0.0,0.2,0.3,73,28836856
"Male","Black","60-64 years","Leukemia",0.2,0.0,0.1,0.3,56,28836856
"Male","Black","60-64 years","Mesothelioma",0.0,0.0,0.0,0.0,4,28836856
"Male","Black","60-64 years","Kaposi Sarcoma",0.0,0.0,0.0,0.0,3,28836856
"Male","Black","70-74 years","Lip",0.0,0.0,0.0,0.0,1,28836856
"Male","Black","70-74 years","Tongue",0.1,0.0,0.1,0.1,28,28836856
"Male","Black","70-74 years","Salivary Gland",0.0,0.0,0.0,0.0,1,28836856
"Male","Black","70-74 years","Floor of Mouth",0.0,0.0,0.0,0.0,5,28836856
"Male","Black","70-74 years","Gum and Other Mouth",0.0,0.0,0.0,0.1,7,28836856
"Male","Black","70-74 years","Nasopharynx",0.0,0.0,0.0,0.0,2,28836856
"Male","Black","70-74 years","Tonsil",0.0,0.0,0.0,0.1,13,28836856
"Male","Black","70-74 years","Oropharynx",0.0,0.0,0.0,0.1,7,28836856
"Male","Black","70-74 years","Hypopharynx",0.1,0.0,0.0,0.1,20,28836856
"Male","Black","70-74 years","Other Oral Cavity and Pharynx",0.0,0.0,0.0,0.0,6,28836856
"Male","Black","70-74 years","Esophagus",0.4,0.0,0.3,0.5,113,28836856
"Male","Black","70-74 years","Stomach",0.5,0.0,0.4,0.5,133,28836856
"Male","Black","70-74 years","Small Intestine",0.1,0.0,0.0,0.1,22,28836856
"Male","Black","70-74 years","Colon and Rectum",1.3,0.1,1.2,1.4,370,28836856
"Male","Black","70-74 years","Anus, Anal Canal and Anorectum",0.0,0.0,0.0,0.1,7,28836856
"Male","Black","70-74 years","Liver",0.3,0.0,0.2,0.3,73,28836856
"Male","Black","70-74 years","Intrahepatic Bile Duct",0.0,0.0,0.0,0.0,6,28836856
"Male","Black","70-74 years","Gallbladder",0.0,0.0,0.0,0.1,11,28836856
"Male","Black","70-74 years","Other Biliary",0.0,0.0,0.0,0.1,10,28836856
"Male","Black","70-74 years","Pancreas",0.5,0.0,0.4,0.6,145,28836856
"Male","Black","70-74 years","Retroperitoneum",0.0,0.0,0.0,0.0,1,28836856
"Male","Black","70-74 years","Peritoneum, Omentum and Mesentery",0.0,NA,0.0,0.0,0,28836856
"Male","Black","70-74 years","Other Digestive Organs",0.0,0.0,0.0,0.1,7,28836856
"Male","Black","70-74 years","Nose, Nasal Cavity and Middle Ear",0.0,0.0,0.0,0.0,4,28836856
"Male","Black","70-74 years","Larynx",0.2,0.0,0.1,0.2,51,28836856
"Male","Black","70-74 years","Lung and Bronchus",3.6,0.1,3.4,3.8,1028,28836856
"Male","Black","70-74 years","Pleura",0.0,NA,0.0,0.0,0,28836856
"Male","Black","70-74 years","Trachea, Mediastinum and Other Respiratory Organs",0.0,NA,0.0,0.0,0,28836856
"Male","Black","70-74 years","Bones and Joints",0.0,0.0,0.0,0.0,2,28836856
"Male","Black","70-74 years","Soft Tissue including Heart",0.0,0.0,0.0,0.1,14,28836856
"Male","Black","70-74 years","Melanoma of the Skin",0.0,0.0,0.0,0.0,1,28836856
"Male","Black","70-74 years","Other Non-Epithelial Skin",0.0,0.0,0.0,0.0,2,28836856
